pmid	gene_id	Symbol
17536453	7424	VEGFC
18509004	7424	VEGFC
18652765	7424	VEGFC
19041000	7424	VEGFC
19771906	7424	VEGFC
20120873	7424	VEGFC
20336393	7424	VEGFC
16707008	7428	VHL
22177047	7430	EZR
23214316	7430	EZR
19730683	7448	VTN
19730683	7450	VWF
21606360	7461	CLIP2
15735754	7474	WNT5A
17525119	7474	WNT5A
12841869	7490	WT1
19730683	7490	WT1
20350937	7507	XPA
15555397	7515	XRCC1
18779313	7515	XRCC1
19191745	7515	XRCC1
19286843	7515	XRCC1
21860547	7515	XRCC1
21987112	7515	XRCC1
23717668	7515	XRCC1
23872202	7515	XRCC1
19772428	7516	XRCC2
15933498	7517	XRCC3
19092295	7517	XRCC3
19286843	7517	XRCC3
19772428	7517	XRCC3
19092295	7518	XRCC4
20811692	7518	XRCC4
20811692	7520	XRCC5
21844185	754	PTTG1IP
22888961	754	PTTG1IP
23678037	754	PTTG1IP
9380504	7633	ZNF79
19808899	768	CA9
19730683	7786	MAP3K12
17103461	7799	PRDM2
9492013	780	DDR1
19536094	7818	DAP3
20045163	7839	LSL
1337742	7849	PAX8
7737192	7849	PAX8
11923479	7849	PAX8
12161538	7849	PAX8
12519876	7849	PAX8
12727991	7849	PAX8
12970322	7849	PAX8
15062550	7849	PAX8
15362967	7849	PAX8
16029487	7849	PAX8
16179407	7849	PAX8
16219715	7849	PAX8
16352687	7849	PAX8
17614769	7849	PAX8
18084247	7849	PAX8
19730683	7849	PAX8
19797117	7849	PAX8
19963130	7849	PAX8
21289264	7849	PAX8
21663937	7849	PAX8
21763631	7849	PAX8
22961909	7849	PAX8
23436219	7849	PAX8
23738683	7849	PAX8
23811186	7849	PAX8
12519884	7852	CXCR4
18089812	7852	CXCR4
18696160	7852	CXCR4
19730683	7852	CXCR4
19731977	7852	CXCR4
20450430	7852	CXCR4
20646838	7852	CXCR4
21909080	7852	CXCR4
12034881	7879	RAB7A
16924234	78986	DUSP26
10843148	79052	PTCPRN
1761559	796	CALCA
2408883	796	CALCA
3492492	796	CALCA
6610687	796	CALCA
12063634	796	CALCA
12359227	796	CALCA
15168342	796	CALCA
23214280	796	CALCA
23327335	796	CALCA
22907586	79602	ADIPOR2
3492492	797	CALCB
8143880	799	CALCR
17076909	79921	TCEAL4
8570200	8013	NR4A3
20668010	8013	NR4A3
12140756	80155	NAA15
16279846	80155	NAA15
2334411	8030	CCDC6
2406025	8030	CCDC6
2902563	8030	CCDC6
3600795	8030	CCDC6
14712216	8030	CCDC6
18226854	8030	CCDC6
18474871	8030	CCDC6
19487296	8030	CCDC6
19730683	8030	CCDC6
20498639	8030	CCDC6
23145146	8030	CCDC6
8180971	8031	NCOA4
8187085	8031	NCOA4
8290261	8031	NCOA4
9192845	8031	NCOA4
11786418	8031	NCOA4
19487296	8031	NCOA4
19730683	8031	NCOA4
20012784	8031	NCOA4
2575220	8034	SLC25A16
15098441	8045	RASSF7
19809427	80760	ITIH5
18818971	80781	COL18A1
17943974	8091	HMGA2
18375116	8091	HMGA2
18784955	8091	HMGA2
20597139	8091	HMGA2
23625920	8091	HMGA2
19259350	81501	DCSTAMP
23124277	81793	TLR10
20956942	8202	NCOA3
15130509	8204	NRIP1
16279846	8260	NAA10
18615628	8277	TKTL1
22486813	835	CASP2
15980887	83593	RASSF5
16352687	83593	RASSF5
21270757	836	CASP3
23384723	836	CASP3
19016753	83737	ITCH
19730683	84059	GPR98
22120515	841	CASP8
22120515	842	CASP9
15731017	84260	TCHP
24136889	8437	RASAL1
17639057	84376	HOOK3
21385081	84432	PROK1
17437281	84441	MAML2
15307938	84525	HOPX
22711876	8454	CUL1
8756555	846	CASR
21224076	84632	AFAP1L2
11994395	84634	KISS1R
12039695	84699	CREB3L3
23393170	84816	RTN4IP1
22207351	84870	RSPO3
21509594	84988	PPP1R16A
21509594	85379	KIAA1671
22236542	857	CAV1
22513979	857	CAV1
12782592	858	CAV2
22236542	858	CAV2
22236542	859	CAV3
18381576	860	RUNX2
22511796	860	RUNX2
22641097	860	RUNX2
22821892	860	RUNX2
18367263	8600	TNFSF11
18399769	8600	TNFSF11
21748518	8600	TNFSF11
21509594	8624	PSMG1
15001991	8626	TP63
16322335	8626	TP63
18833815	8626	TP63
19160863	8626	TP63
21234707	8626	TP63
21717589	8626	TP63
21756810	864	RUNX3
21781566	864	RUNX3
23269881	864	RUNX3
10713182	8648	NCOA1
14715875	8648	NCOA1
23089475	8651	SOCS1
23264393	8678	BECN1
21990323	8697	CDC23
19291294	8741	TNFSF13
14647456	8743	TNFSF10
17540725	8743	TNFSF10
18430896	8743	TNFSF10
19802013	8743	TNFSF10
23186064	8771	TNFRSF6B
18367263	8792	TNFRSF11A
10439047	8805	TRIM24
20959410	8826	IQGAP1
21880798	8828	NRP2
12048199	8841	HDAC3
19404394	8842	PROM1
12208673	8857	FCGBP
14759564	887	CCKBR
19116345	8877	SPHK1
21940753	8877	SPHK1
17868400	890	CCNA2
21264543	890	CCNA2
22718346	8900	CCNA1
21264543	891	CCNB1
22711876	8945	BTRC
10891505	896	CCND3
15709169	898	CCNE1
19820019	9043	SPAG9
19794292	9049	AIP
20407074	90527	DUOXA1
17091452	9076	CLDN1
19578981	9076	CLDN1
22007938	909	CD1A
21687737	9104	RGN
22460085	9166	EBAG9
12481941	9168	TMSB10
15254683	9168	TMSB10
22161024	9168	TMSB10
22848350	92	ACVR2A
21835435	921	CD5
15562011	9212	AURKB
15699543	9212	AURKB
12727994	9232	PTTG1
15897900	9232	PTTG1
16394085	9232	PTTG1
16926250	9232	PTTG1
18339849	9232	PTTG1
20978326	9232	PTTG1
22522436	9232	PTTG1
22783570	9232	PTTG1
23867215	9232	PTTG1
23486016	9235	IL32
18676742	9249	DHRS3
19730683	9262	STK17B
19730683	9263	STK17A
22889737	9294	S1PR2
21469977	9308	CD83
19730683	9320	TRIP12
15485806	9321	TRIP11
19730683	9321	TRIP11
19765779	9370	ADIPOQ
21937620	9370	ADIPOQ
19027225	9402	GRAP2
22923201	94031	HTRA3
21469977	941	CD80
12213904	942	CD86
21469977	942	CD86
19060921	9421	HAND1
17393983	94241	TP53INP1
19730683	9425	CDYL
17938326	9429	ABCG2
23301671	9429	ABCG2
12553555	943	TNFRSF8
12553555	944	TNFSF8
15901998	9446	GSTO1
17158763	9446	GSTO1
12039695	9457	FHL5
15704650	947	CD34
19740516	9476	NAPSA
21717589	9476	NAPSA
22288963	9476	NAPSA
23681073	9476	NAPSA
18480379	9479	MAPK8IP1
17164298	9531	BAG3
22072743	9531	BAG3
23108398	9531	BAG3
18676742	9547	CXCL14
11297621	9562	MINPP1
15753667	958	CD40
15753667	959	CD40LG
8640758	960	CD44
22271686	960	CD44
23685894	960	CD44
21832817	9607	CARTPT
16373395	9611	NCOR1
18632669	9611	NCOR1
21389087	9611	NCOR1
21987803	9611	NCOR1
10097068	9612	NCOR2
11435691	9612	NCOR2
11518802	9612	NCOR2
12139968	9612	NCOR2
14715875	9612	NCOR2
16373395	9612	NCOR2
18632669	9612	NCOR2
19730683	9612	NCOR2
20555024	9612	NCOR2
22576662	9612	NCOR2
15375577	967	CD63
22007938	968	CD68
9135025	976	CD97
22797060	976	CD97
15789362	9768	KIAA0101
20920251	9770	RASSF2
7487897	98	ACYP2
22948757	9867	PJA2
21509594	989	SEPT7
14767575	993	CDC25A
14767575	994	CDC25B
23215816	9948	WDR1
9443391	9950	GOLGA5
19730683	9969	MED13
22711876	997	CDC34
22711876	9978	RBX1
8985087	999	CDH1
12021924	999	CDH1
12786894	999	CDH1
15671768	999	CDH1
15718252	999	CDH1
17431390	999	CDH1
18677652	999	CDH1
22177047	999	CDH1
22194161	999	CDH1
22563106	999	CDH1
23214316	999	CDH1
23261982	999	CDH1
23264214	999	CDH1
23435375	999	CDH1
